#dig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,,d,,d,,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,d,d,d,d,d,d,d,d,d,d,d,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,d,d,d,d,d,d,d,d,d,d,d,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,d,d,d,d,i,,i,d,d,d,d,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,d,d,d,d,i,,i,d,d,d,d,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d
,,,,d,,,,,,,,,,d,,,,,,,d,d,d,d,d,d,d,d,d,d,d,,,,,,,d,,,,,,,,,,d,,,,
,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,
,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,
,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,
,,,,,,,d,,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,,d,,,,,,,
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
,,,,,,,d,,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,,d,,,,,,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,,,d,,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,,d,,,,,,,
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,,,d,,,,,,,,d,,,,,,,,d,,,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
d,d,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,d,d,,d,d,d,d,d,d,d
#build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,a,f,r,f,r,f,a,f,,f,a,f,r,f,r,f,a,f,,n,d,,d,n,,,,n,d,,d,n,,f,a,f,r,f,r,f,a,f,,f,a,f,r,f,r,f,a,f
,,,a,,a,,,,,,,,a,,a,,,,,,,,,,,,,,,,,,,,,,a,,a,,,,,,,,a,,a,,,
s,h,,r,,r,,h,s,,s,h,,r,,r,,h,s,,n,d,,d,n,,,,n,d,,d,n,,s,h,,r,,r,,h,s,,s,h,,r,,r,,h,s
,h,,,,,,h,,,,h,,,,,,h,,,,,,,,,,,,,,,,,,h,,,,,,h,,,,h,,,,,,h,
,h,,,b,,,h,,,,h,,,b,,,h,,,n,d,,d,n,,,,n,d,,d,n,,,h,,,b,,,h,,,,h,,,b,,,h,
,h,,,,,,h,,,,h,,,,,,h,,,,,,,,,,,,,,,,,,h,,,,,,h,,,,h,,,,,,h,
s,h,,Cw,Cw,Cw,,h,s,,s,h,,Cw,Cw,Cw,,h,s,,n,d,,d,n,,,,n,d,,d,n,,s,h,,Cw,Cw,Cw,,h,s,,s,h,,Cw,Cw,Cw,,h,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,,,r,,a,,,s,,s,,,r,,a,,,s,,n,d,,d,n,,,,n,d,,d,n,,s,,,r,,a,,,s,,s,,,r,,a,,,s
,,,,d,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,d,,,,
s,,,,,,,,s,,s,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,s,,s,,,,,,,,s
,,F,,,,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,F,,,,F,,
,c,t,,,,t,c,,,,c,t,,,,t,c,,,n,d,,d,n,,,,n,d,,d,n,,,c,t,,,,t,c,,,,c,t,,,,t,c,
,c,t,,,,t,c,,,,c,t,,,,t,c,,,,,,,,,,,,,,,,,,c,t,,,,t,c,,,,c,t,,,,t,c,
,c,t,,,,t,c,,,,c,t,,,,t,c,,,n,d,,d,n,,,,n,d,,d,n,,,c,t,,,,t,c,,,,c,t,,,,t,c,
,c,t,,,,t,c,,,,c,t,,,,t,c,,,,,,,,,,,,,,,,,,c,t,,,,t,c,,,,c,t,,,,t,c,
,c,t,,,,t,c,,,,c,t,,,,t,c,,,n,d,,d,n,,,,n,d,,d,n,,,c,t,,,,t,c,,,,c,t,,,,t,c,
,,F,,,,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,F,,,,F,,
s,,,,,,,,s,,s,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,s,,s,,,,,,,,s
,,,,d,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,d,,,,
s,,,,,,,,s,,s,,,,,,,,s,,s,,,s,,s,,s,,s,,,s,,s,,,,,,,,s,,s,,,,,,,,s
,F,,Cw,Cw,Cw,,F,,,,F,,Cw,Cw,Cw,,F,,,,,,,,,s,,,,,,,,,F,,Cw,Cw,Cw,,F,,,,F,,Cw,Cw,Cw,,F,
~c,,,,s,,,,~c,,~c,,,,s,,,,~c,,s,,,,,,,,,,,,s,,~c,,,,s,,,,~c,,~c,,,,s,,,,~c
f,,,,,,,,f,,f,,,,,,,,f,,,,,,,,~a,,,,,,,,f,,,,,,,,f,,f,,,,,,,,f
,,F,,c,,F,,,,,,F,,c,,F,,,,s,,,,F,,,,F,,,,s,,,,F,,c,,F,,,,,,F,,c,,F,,
f,,,,t,,,,f,,f,,,,t,,,,f,,,,,,,i,,i,,,,,,,f,,,,t,,,,f,,f,,,,t,,,,f
~c,,,,,,,,~c,,~c,,,,,,,,~c,,s,,,,,,,,,,,,s,,~c,,,,,,,,~c,,~c,,,,,,,,~c
,,,F,,F,,,,,,,,F,,F,,,,,,,,,,i,,i,,,,,,,,,,F,,F,,,,,,,,F,,F,,,
s,,,,,,,,s,,s,,,,,,,,s,,s,,,,F,,,,F,,,,s,,s,,,,,,,,s,,s,,,,,,,,s
,,,,d,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,d,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,s,F,s,,,,,,s,F,s,,,,,,,,,,,,,,,,,,,,,
,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,
s,,,,,,,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,,,,,,,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,,,,,,,,,,,,,,,
,,,n,,,s,,s,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,s,,s,,,n,,,
,,,,,,,,,,,,,,,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,,,,,,,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,,,,,,,s
,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,
s,,,,,,,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,,,,,,,s
,,,,,F,,n,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,n,,F,,,,,
s,,,,,,,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,,,,,,,s
,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,
s,,,,,,,,,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,,,,,,,,,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,,,,,,,,,,,,,,,
,,,n,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,n,,,
,,,,,,,,,,,,,,,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,,,,,,s,,s,,,,,,s,,n,d,,d,n,,,,n,d,,d,n,,,,n,d,,d,n,,s,,,,,,s,,s,,,,,,s
